instant,heading,roll,pitch
2703.730,1.987554,0.0386,0.054735
2703.829,1.98274,0.040948,0.028693
2703.930,1.976506,0.040115,0.008749
2704.029,1.969137,0.040979,-0.020631
2704.130,1.961331,0.040436,-0.060638
2704.231,1.954165,0.042705,-0.095932
2704.329,1.947547,0.046352,-0.120403
2704.430,1.942819,0.058182,-0.126824
2704.530,1.943116,0.070332,-0.110378
2704.630,1.949711,0.089885,-0.074571
2704.729,1.95661,0.088391,-0.050744
2704.828,1.962541,0.072972,-0.034212
2704.930,1.967223,0.056467,-0.021881
2705.031,1.972273,0.042615,-0.01349
2705.128,1.977378,0.027301,-0.010163
2705.229,1.980355,0.00543,-0.012826
2705.328,1.981508,-0.020533,-0.025367
2705.428,1.979572,-0.051558,-0.040811
2705.528,1.974498,-0.085555,-0.06093
2705.628,1.966563,-0.116474,-0.082489
2705.727,1.955908,-0.146632,-0.102354
2705.828,1.942722,-0.172236,-0.121335
2705.927,1.92774,-0.196807,-0.129292
2706.028,1.912516,-0.216525,-0.132573
2706.127,1.898182,-0.223965,-0.122095
2706.227,1.888394,-0.219378,-0.09336
2706.328,1.881773,-0.215695,-0.061124
2706.429,1.877619,-0.212978,-0.045014
2706.527,1.875827,-0.202102,-0.032399
2706.629,1.879457,-0.181989,-0.017261
2706.728,1.885382,-0.169639,-0.00477
2706.828,1.89295,-0.152555,0.007446
2706.927,1.903588,-0.13491,0.018366
2707.029,1.915906,-0.11203,0.02896
2707.128,1.931584,-0.07898,0.032345
2707.226,1.949822,-0.040985,0.035886
2707.327,1.966794,-0.015833,0.02289
2707.425,1.982191,0.009735,0.001814
2707.526,1.9934,0.02641,-0.025237
2707.626,2.001071,0.038013,-0.05732
2707.726,2.005449,0.042526,-0.088612
2707.828,2.007535,0.044266,-0.115266
2707.926,2.005001,0.035274,-0.141801
2708.026,1.999721,0.014948,-0.163886
2708.126,1.991875,-0.005259,-0.174604
2708.226,1.981708,-0.029875,-0.176413
2708.325,1.969447,-0.059688,-0.164378
2708.426,1.953623,-0.096042,-0.128668
2708.526,1.939116,-0.127381,-0.073883
2708.625,1.927303,-0.1456,-0.021663
2708.725,1.918966,-0.145988,0.011233
2708.825,1.912779,-0.149035,0.031397
2708.926,1.907875,-0.151892,0.04626
2709.026,1.905323,-0.142929,0.045599
2709.126,1.905345,-0.129512,0.029865
2709.234,1.90671,-0.11228,0.010916
2709.326,1.909781,-0.097012,-0.018274
2709.428,1.913657,-0.073547,-0.049232
2709.525,1.919308,-0.04822,-0.075453
2709.625,1.927589,-0.019082,-0.090075
2709.724,1.938617,0.012138,-0.093736
2709.824,1.953315,0.049574,-0.077423
2709.924,1.971398,0.076846,-0.051843
2710.025,1.987742,0.083788,-0.046606
2710.127,2.003626,0.085617,-0.041036
2710.226,2.016532,0.07083,-0.03733
2710.325,2.026657,0.049967,-0.039693
2710.424,2.033063,0.025732,-0.045771
2710.524,2.036964,-0.000172,-0.056509
2710.623,2.036607,-0.035455,-0.063225
2710.725,2.031062,-0.077464,-0.073224
2710.825,2.024091,-0.108961,-0.07532
2710.924,2.014515,-0.13706,-0.072327
2711.025,2.003489,-0.162927,-0.067526
2711.123,1.989174,-0.197452,-0.062667
2711.223,1.974038,-0.222265,-0.058255
2711.324,1.958099,-0.241233,-0.052813
2711.423,1.941138,-0.252302,-0.048676
2711.524,1.924966,-0.256924,-0.046267
2711.622,1.909387,-0.263477,-0.046337
2711.726,1.897376,-0.255574,-0.041772
2711.822,1.888087,-0.241935,-0.032227
2711.922,1.884491,-0.213919,-0.020642
2712.023,1.886151,-0.168831,-0.007357
2712.123,1.893333,-0.11703,-0.005707
2712.223,1.900903,-0.079215,-0.020253
2712.323,1.909008,-0.046214,-0.035128
2712.422,1.915777,-0.016026,-0.050743
2712.522,1.922236,0.016438,-0.072875
2712.621,1.928478,0.039145,-0.094298
2712.722,1.934382,0.059165,-0.108844
2712.823,1.939662,0.07096,-0.104328
2712.920,1.94609,0.081524,-0.083256
2713.022,1.95255,0.086654,-0.048953
2713.123,1.958669,0.085545,-0.008504
2713.222,1.963227,0.076183,0.019005
2713.320,1.966925,0.068742,0.027205
2713.422,1.967498,0.054825,0.026932
2713.523,1.964756,0.039088,0.013863
2713.622,1.960734,0.027714,-0.002232
2713.722,1.955592,0.014775,-0.023271
2713.821,1.94937,-0.001382,-0.046741
2713.922,1.94276,-0.016681,-0.072828
2714.021,1.934749,-0.032455,-0.09477
2714.122,1.925363,-0.049864,-0.105458
2714.221,1.91794,-0.058894,-0.104399
2714.322,1.913625,-0.059621,-0.09135
2714.420,1.912213,-0.054891,-0.075579
2714.521,1.916199,-0.042495,-0.053938
2714.620,1.919726,-0.041828,-0.039679
2714.721,1.923051,-0.04347,-0.031884
2714.821,1.926267,-0.04463,-0.025143
2714.920,1.928969,-0.047764,-0.02016
2715.020,1.931693,-0.047935,-0.020317
2715.119,1.933512,-0.056126,-0.020691
2715.220,1.9334,-0.062005,-0.025496
2715.318,1.931437,-0.069925,-0.032712
2715.420,1.927352,-0.076333,-0.04516
2715.519,1.921032,-0.086311,-0.057964
2715.620,1.912745,-0.093899,-0.071855
2715.719,1.903335,-0.104759,-0.08154
2715.821,1.89106,-0.118045,-0.101871
2715.920,1.876457,-0.129032,-0.116427
2716.019,1.861862,-0.139499,-0.120034
2716.118,1.847404,-0.141849,-0.106812
2716.220,1.83687,-0.13651,-0.071561
2716.319,1.832451,-0.105617,-0.03676
2716.419,1.832125,-0.083202,-0.011168
2716.518,1.83119,-0.073981,-0.006078
2716.618,1.830124,-0.069634,-0.003882
2716.718,1.83029,-0.058023,-0.005469
2716.819,1.832703,-0.046405,-0.006985
2716.918,1.834039,-0.044551,-0.012648
2717.018,1.833508,-0.049383,-0.017084
2717.118,1.833564,-0.051462,-0.012399
2717.218,1.833853,-0.047592,-0.01023
2717.318,1.834834,-0.042808,-0.015044
2717.418,1.835513,-0.035879,-0.022474
2717.517,1.837504,-0.027415,-0.030132
2717.618,1.841443,-0.014994,-0.050271
2717.716,1.847372,-0.005077,-0.070355
2717.818,1.854932,0.005762,-0.07896
2717.918,1.867391,0.027841,-0.078572
2718.017,1.88081,0.040508,-0.095447
2718.117,1.893236,0.04173,-0.107752
2718.218,1.906036,0.038793,-0.108284
2718.318,1.918057,0.030902,-0.101474
2718.417,1.931345,0.011229,-0.087381
2718.517,1.944811,-0.003998,-0.073244
2718.616,1.958751,-0.029769,-0.05241
2718.717,1.970509,-0.059841,-0.034476
2718.816,1.978672,-0.095086,-0.026319
2718.916,1.986239,-0.124554,-0.0172
2719.016,1.993456,-0.152486,-0.01109
2719.117,1.999605,-0.178513,-0.012269
2719.217,2.002858,-0.208837,-0.019077
2719.317,2.004254,-0.233481,-0.022738
2719.417,2.004787,-0.255488,-0.033052
2719.517,2.002094,-0.279679,-0.044809
2719.617,1.998422,-0.297886,-0.055475
2719.715,1.992376,-0.3073,-0.06738
2719.816,1.985372,-0.312636,-0.072488
2719.916,1.977727,-0.313779,-0.079062
2720.015,1.971042,-0.306334,-0.083304
2720.116,1.966658,-0.290418,-0.084327
2720.216,1.964618,-0.271939,-0.080261
2720.317,1.966254,-0.244502,-0.076944
2720.416,1.969922,-0.212156,-0.073556
2720.515,1.977456,-0.176137,-0.070996
2720.616,1.98687,-0.14099,-0.069926
2720.715,1.996529,-0.110558,-0.069044
2720.814,2.007145,-0.082748,-0.068299
2720.915,2.01772,-0.053303,-0.065659
2721.015,2.028858,-0.023015,-0.061182
2721.115,2.039713,-0.009754,-0.058822
2721.213,2.048821,-0.000517,-0.058406
2721.314,2.056732,0.011087,-0.051542
2721.414,2.063772,0.018035,-0.041502
2721.514,2.06952,0.014831,-0.024362
2721.615,2.075907,0.012778,-0.006927
2721.714,2.07912,-0.002498,-0.003876
2721.812,2.079219,-0.020606,-0.00653
2721.913,2.074841,-0.036983,-0.010795
2722.014,2.069475,-0.054019,-0.011576
2722.114,2.063931,-0.068002,-0.013468
2722.214,2.058076,-0.081165,-0.009678
2722.314,2.052806,-0.080931,-0.017974
2722.413,2.048157,-0.076644,-0.02454
2722.514,2.045946,-0.066567,-0.024109
2722.614,2.044046,-0.06399,-0.041131
2722.714,2.040663,-0.061857,-0.063819
2722.814,2.036532,-0.058462,-0.087181
2722.913,2.033098,-0.053943,-0.096008
2723.014,2.029083,-0.055406,-0.111863
2723.113,2.023171,-0.06798,-0.128074
2723.213,2.014468,-0.085001,-0.13181
2723.312,2.004759,-0.102589,-0.134403
2723.413,1.993524,-0.12349,-0.12238
2723.513,1.982705,-0.141086,-0.097221
2723.613,1.97558,-0.145415,-0.048877
2723.711,1.976568,-0.127075,0.003954
2723.813,1.983024,-0.103118,0.033364
2723.914,1.989967,-0.0994,0.035292
2724.014,1.997283,-0.090625,0.02904
2724.112,2.004197,-0.080645,0.022464
2724.211,2.010779,-0.068156,0.007761
2724.313,2.015574,-0.062624,-0.010081
2724.413,2.018954,-0.059975,-0.033894
2724.512,2.020072,-0.063307,-0.053043
2724.613,2.019909,-0.072578,-0.068833
2724.711,2.018346,-0.076855,-0.068696
2724.811,2.017584,-0.076146,-0.054467
2724.912,2.020667,-0.062655,-0.039134
2725.010,2.026212,-0.056335,-0.01632
2725.112,2.032627,-0.05101,-0.009595
2725.212,2.037113,-0.063313,-0.012128
2725.311,2.039419,-0.074096,-0.022272
2725.411,2.039494,-0.080961,-0.035511
2725.513,2.036949,-0.085895,-0.04765
2725.611,2.032458,-0.094861,-0.064241
2725.711,2.024829,-0.109306,-0.074281
2725.812,2.012756,-0.123535,-0.085041
2725.910,1.997144,-0.137055,-0.090405
2726.009,1.979654,-0.146241,-0.093648
2726.111,1.961012,-0.150628,-0.096816
2726.210,1.942257,-0.151898,-0.097
2726.312,1.924607,-0.144052,-0.100757
2726.413,1.908199,-0.137403,-0.095587
2726.510,1.893758,-0.119394,-0.091946
2726.611,1.881395,-0.099472,-0.088433
2726.711,1.871903,-0.083566,-0.082835
2726.810,1.864611,-0.070741,-0.077134
2726.912,1.85998,-0.054599,-0.066239
2727.009,1.858737,-0.035571,-0.052012
2727.110,1.859842,-0.019133,-0.029368
2727.209,1.86424,-0.002549,-0.004442
2727.310,1.870663,0.019442,0.020399
2727.414,1.879672,0.041945,0.039945
2727.514,1.890684,0.065484,0.047158
2727.610,1.902636,0.089451,0.041837
2727.710,1.914952,0.10827,0.026783
2727.809,1.926381,0.116597,0.004153
2727.909,1.934763,0.117356,-0.0247
2728.008,1.942062,0.108746,-0.057389
2728.108,1.946784,0.08214,-0.084021
2728.210,1.94868,0.049552,-0.110462
2728.308,1.946573,0.006524,-0.128496
2728.409,1.943788,-0.033381,-0.132928
2728.507,1.936452,-0.086733,-0.138714
2728.609,1.926419,-0.135638,-0.145197
2728.708,1.913322,-0.182715,-0.146888
2728.809,1.897368,-0.228055,-0.132818
2728.907,1.882042,-0.269453,-0.110649
2729.009,1.869362,-0.296531,-0.081964
2729.108,1.859814,-0.320131,-0.063163
2729.208,1.854071,-0.337396,-0.045745
2729.309,1.852249,-0.339894,-0.023144
2729.408,1.857964,-0.327095,0.005929
2729.508,1.866606,-0.317241,0.025439
2729.607,1.8787,-0.299169,0.029921
2729.707,1.892496,-0.272222,0.03009
2729.807,1.908683,-0.245403,0.025111
2729.907,1.924451,-0.215145,0.011981
2730.008,1.938083,-0.186169,-0.007199
2730.113,1.950556,-0.157994,-0.030083
2730.208,1.96029,-0.133297,-0.057596
2730.308,1.967757,-0.113736,-0.082403
2730.410,1.972141,-0.097798,-0.10394
2730.508,1.974251,-0.087886,-0.121033
2730.606,1.973854,-0.074641,-0.129182
2730.706,1.97407,-0.059637,-0.129795
2730.806,1.976504,-0.038743,-0.118021
2730.914,1.97997,-0.022516,-0.096721
2731.008,1.985603,-0.004334,-0.071806
2731.106,1.993774,0.010879,-0.037828
2731.206,2.003865,0.020696,-0.007751
2731.307,2.014463,0.02724,0.016021
2731.408,2.026742,0.036472,0.028198
2731.508,2.037315,0.030219,0.028334
2731.606,2.044782,0.018386,0.022514
2731.706,2.047816,-0.009827,0.012187
2731.806,2.046396,-0.02992,-0.00764
2731.905,2.043697,-0.04738,-0.026262
2732.007,2.037602,-0.066222,-0.042621
2732.106,2.027594,-0.099155,-0.060548
2732.206,2.012342,-0.142877,-0.077028
2732.306,1.994233,-0.182755,-0.085847
2732.405,1.973486,-0.210817,-0.086293
2732.506,1.951661,-0.242585,-0.07825
2732.605,1.928683,-0.257535,-0.068428
2732.705,1.906822,-0.264777,-0.06204
2732.805,1.891206,-0.255356,-0.055408
2732.909,1.880944,-0.23424,-0.048914
2733.004,1.879375,-0.19546,-0.044487
2733.103,1.8822,-0.155849,-0.043989
2733.205,1.887824,-0.112285,-0.051973
2733.304,1.894698,-0.076255,-0.064515
2733.407,1.901849,-0.040646,-0.07807
2733.505,1.910862,-0.007882,-0.089208
2733.607,1.917881,0.013228,-0.095193
2733.705,1.923108,0.01774,-0.09955
2733.804,1.926324,0.012559,-0.089708
2733.905,1.928762,0.001434,-0.069017
2734.005,1.933115,0.002282,-0.035522
2734.104,1.942558,0.017335,-0.002827
2734.203,1.955958,0.037917,0.015202
2734.304,1.971223,0.057392,0.019219
2734.403,1.983777,0.057109,0.013783
2734.504,1.995438,0.050397,0.003681
2734.603,2.006782,0.038872,0.000901
2734.703,2.016052,0.026824,-0.010201
2734.803,2.023485,0.008921,-0.019811
2734.903,2.025521,-0.022229,-0.027667
2735.004,2.023259,-0.058121,-0.036538
2735.103,2.017839,-0.095698,-0.038397
2735.203,2.010835,-0.125401,-0.046175
2735.304,2.002404,-0.155011,-0.050339
2735.404,1.994671,-0.164725,-0.05954
2735.503,1.986567,-0.179476,-0.065634
2735.603,1.978358,-0.191821,-0.069669
2735.703,1.970083,-0.201073,-0.071544
2735.803,1.960232,-0.209673,-0.068316
2735.904,1.951175,-0.216947,-0.060843
2736.002,1.941929,-0.215728,-0.058472
2736.103,1.931631,-0.218193,-0.06461
2736.203,1.920057,-0.22031,-0.068317
2736.302,1.906459,-0.22497,-0.076169
2736.402,1.90292,-0.224174,-0.080702
2736.505,1.888193,-0.222963,-0.080877
2736.602,1.875775,-0.213477,-0.078566
2736.704,1.865249,-0.200235,-0.082311
2736.802,1.858154,-0.179592,-0.088866
2736.901,1.854007,-0.148779,-0.088429
2737.001,1.855204,-0.111699,-0.072493
2737.101,1.86924,-0.072855,-0.046064
2737.202,1.879163,-0.031253,-0.019405
2737.302,1.893333,0.004367,0.010886
2737.403,1.911506,0.037116,0.032831
2737.502,1.929735,0.059103,0.041165
2737.601,1.945546,0.074584,0.030641
2737.702,1.959232,0.078938,0.020319
2737.799,1.970058,0.0716,-0.000183
2737.901,1.977607,0.060081,-0.027895
2738.000,1.980495,0.040169,-0.060473
2738.100,1.978337,0.008207,-0.093215
2738.202,1.975135,-0.021453,-0.113438
2738.302,1.969242,-0.048381,-0.120633
2738.402,1.96252,-0.072108,-0.115506
2738.501,1.955792,-0.10015,-0.102391
2738.601,1.947871,-0.130126,-0.088178
2738.700,1.940012,-0.161481,-0.066588
2738.800,1.934924,-0.178754,-0.044999
2738.899,1.930812,-0.191005,-0.028567
2738.999,1.928278,-0.205422,-0.021869
2739.099,1.926529,-0.217778,-0.020858
2739.199,1.925103,-0.223231,-0.02514
2739.300,1.925151,-0.224814,-0.033235
2739.399,1.924922,-0.222824,-0.043349
2739.500,1.926528,-0.219301,-0.053687
2739.599,1.927744,-0.207975,-0.064622
2739.700,1.93013,-0.19221,-0.065076
2739.801,1.934022,-0.169564,-0.058716
2739.900,1.942877,-0.135326,-0.049606
2739.999,1.954696,-0.104612,-0.046703
2740.103,1.964945,-0.0862,-0.047994
2740.198,1.975995,-0.066746,-0.045616
2740.297,1.989442,-0.044963,-0.041137
2740.399,2.003309,-0.031206,-0.037194
2740.500,2.017467,-0.022281,-0.032459
2740.599,2.029112,-0.024288,-0.038163
2740.699,2.038139,-0.031003,-0.045247
2740.798,2.046556,-0.034759,-0.052601
2740.898,2.05274,-0.040199,-0.05937
2741.000,2.056088,-0.055671,-0.061134
2741.099,2.05717,-0.073341,-0.056991
2741.198,2.056064,-0.095396,-0.053754
2741.298,2.054143,-0.113157,-0.050053
2741.398,2.049144,-0.140011,-0.040049
2741.497,2.044381,-0.159919,-0.027306
2741.597,2.039333,-0.171423,-0.030979
2741.697,2.033003,-0.18251,-0.038638
2741.797,2.027222,-0.188695,-0.049953
2741.898,2.021164,-0.18912,-0.058523
2741.998,2.015219,-0.191414,-0.069397
2742.097,2.006464,-0.191069,-0.082693
2742.198,1.997231,-0.18909,-0.097088
2742.298,1.989283,-0.182267,-0.109502
2742.398,1.981933,-0.174193,-0.10798
2742.497,1.976984,-0.170275,-0.091311
2742.597,1.973833,-0.171016,-0.059355
2742.696,1.972474,-0.16711,-0.023276
2742.800,1.985347,-0.153142,0.013843
2742.897,1.990508,-0.134878,0.033557
2742.997,1.997909,-0.114275,0.04293
2743.096,2.006922,-0.087929,0.040231
2743.196,2.016637,-0.059379,0.024998
2743.295,2.026575,-0.034599,-0.000922
2743.397,2.036345,-0.015731,-0.03147
2743.499,2.043983,-0.001214,-0.057119
2743.598,2.049926,0.009096,-0.083897
2743.697,2.053102,0.011681,-0.110434
2743.796,2.052495,0.001348,-0.136158
2743.896,2.047963,-0.01702,-0.152972
2743.996,2.04042,-0.042859,-0.154195
2744.096,2.031688,-0.068797,-0.134736
2744.203,2.025942,-0.097682,-0.076264
2744.297,2.023773,-0.112448,-0.008406
2744.395,2.024744,-0.118082,0.020911
2744.495,2.027198,-0.12595,0.035648
2744.595,2.030764,-0.133486,0.036815
2744.695,2.033476,-0.135309,0.023434
2744.797,2.037415,-0.131453,0.000884
2744.896,2.0399,-0.130614,-0.022808
2744.995,2.042484,-0.124044,-0.047961
2745.096,2.046316,-0.113121,-0.069466
2745.196,2.04952,-0.096255,-0.094936
2745.297,2.05267,-0.076708,-0.109856
2745.395,2.054852,-0.060655,-0.114228
2745.495,2.056015,-0.04934,-0.108542
2745.593,2.05531,-0.05394,-0.097978
2745.695,2.051596,-0.074757,-0.089486
2745.794,2.046023,-0.090409,-0.061005
2745.894,2.041931,-0.099425,-0.024409
2745.994,2.037131,-0.11566,0.006389
2746.094,2.028565,-0.149601,0.023492
2746.193,2.017673,-0.175438,0.04781
2746.293,2.005618,-0.187567,0.068021
2746.393,1.992519,-0.193748,0.060155
2746.492,1.978441,-0.20041,0.045059
2746.594,1.96138,-0.208212,0.019556
2746.693,1.943541,-0.206155,-0.001158
2746.792,1.927229,-0.192939,-0.024249
2746.898,1.912049,-0.16954,-0.05288
2746.993,1.899654,-0.140718,-0.093269
2747.093,1.889696,-0.101493,-0.129874
2747.193,1.881318,-0.067558,-0.150377
2747.293,1.8769,-0.030709,-0.159164
2747.394,1.876387,0.008438,-0.154005
2747.493,1.876985,0.031958,-0.146033
2747.592,1.878088,0.04059,-0.121462
2747.692,1.880812,0.046592,-0.075657
2747.792,1.886859,0.059824,-0.035823
2747.892,1.895164,0.06708,0.007359
2747.993,1.901766,0.063994,0.038856
2748.092,1.90698,0.059464,0.060096
2748.192,1.912057,0.05426,0.065677
2748.293,1.915404,0.050383,0.05639
2748.392,1.917492,0.043943,0.036358
2748.493,1.918418,0.039467,0.006108
2748.592,1.917564,0.030625,-0.024554
2748.694,1.915366,0.019954,-0.05857
2748.791,1.911695,0.005156,-0.090667
2748.892,1.908038,-0.00814,-0.118431
2748.992,1.904678,-0.020289,-0.135358
2749.091,1.902055,-0.032006,-0.135754
2749.191,1.900527,-0.051394,-0.132083
2749.291,1.89816,-0.081691,-0.122931
2749.391,1.894957,-0.116495,-0.099695
2749.491,1.890448,-0.151949,-0.073213
2749.591,1.887506,-0.18275,-0.047569
2749.690,1.88664,-0.205791,-0.027521
2749.792,1.885939,-0.237819,-0.007719
2749.892,1.88824,-0.251076,0.007225
2749.992,1.891127,-0.260938,0.007617
2750.090,1.89513,-0.266145,0.003831
2750.190,1.901924,-0.265496,-0.004573
2750.290,1.909045,-0.262732,-0.024384
2750.391,1.916009,-0.259303,-0.041548
2750.491,1.922051,-0.255947,-0.055016
2750.593,1.927213,-0.247065,-0.066949
2750.690,1.931632,-0.229894,-0.07723
2750.790,1.936684,-0.203341,-0.088969
2750.891,1.942001,-0.17595,-0.102545
2750.991,1.948234,-0.143468,-0.111032
2751.089,1.954663,-0.111412,-0.108462
2751.190,1.962825,-0.08226,-0.092775
2751.289,1.972748,-0.058095,-0.074077
2751.389,1.983248,-0.040891,-0.050679
2751.490,1.994951,-0.028016,-0.022417
2751.590,2.007843,-0.011842,-0.005511
2751.690,2.020321,-0.004559,0.003104
2751.790,2.031233,-0.007864,0.004588
2751.891,2.039067,-0.009545,-0.003626
2751.990,2.046565,-0.012232,-0.01695
2752.089,2.052845,-0.017723,-0.031951
2752.188,2.055421,-0.030107,-0.052132
2752.288,2.056086,-0.041425,-0.070123
2752.389,2.056536,-0.052701,-0.086254
2752.488,2.05449,-0.06758,-0.101638
2752.587,2.05178,-0.08311,-0.108343
2752.688,2.047507,-0.10182,-0.102798
2752.789,2.041017,-0.122942,-0.087194
2752.887,2.035877,-0.137314,-0.060337
2752.989,2.033861,-0.147124,-0.030823
2753.088,2.031562,-0.156264,-0.011441
2753.188,2.026867,-0.177203,-0.007491
2753.288,2.019442,-0.192702,-0.012032
2753.388,2.012089,-0.197503,-0.01301
2753.487,2.0028,-0.204665,-0.02404
2753.588,1.991995,-0.206763,-0.034597
2753.687,1.97973,-0.213054,-0.049541
2753.787,1.966292,-0.215258,-0.063612
2753.887,1.95253,-0.211191,-0.076712
2753.989,1.940524,-0.198546,-0.075042
2754.089,1.931571,-0.17347,-0.065869
2754.188,1.925053,-0.143336,-0.060279
2754.287,1.922878,-0.106546,-0.052361
2754.388,1.924654,-0.06867,-0.045898
2754.486,1.927937,-0.040923,-0.041165
2754.587,1.932857,-0.01433,-0.042054
2754.687,1.936849,-0.000653,-0.041471
2754.787,1.940651,0.008494,-0.034811
2754.886,1.945907,0.021201,-0.030859
2754.986,1.949301,0.021383,-0.030505
2755.086,1.950385,0.020401,-0.029896
2755.186,1.951042,0.015231,-0.024298
2755.286,1.951482,0.007805,-0.017529
2755.386,1.950701,-0.000248,-0.014667
2755.486,1.94953,-0.00457,-0.01743
2755.586,1.948579,-0.009475,-0.020976
2755.687,1.948452,-0.009284,-0.029343
2755.786,1.949525,-0.013474,-0.032708
2755.885,1.952694,-0.00993,-0.036075
2755.985,1.956178,-0.007222,-0.041974
2756.085,1.961809,-0.003675,-0.046065
2756.185,1.968843,0.003741,-0.043794
2756.285,1.975989,0.000959,-0.043837
2756.386,1.982524,-0.00503,-0.04585
2756.486,1.987287,-0.016109,-0.049407
2756.585,1.992755,-0.033522,-0.054801
2756.685,1.995703,-0.063447,-0.056201
2756.784,1.993655,-0.095775,-0.063465
2756.885,1.988223,-0.126169,-0.070602
2756.985,1.980951,-0.156416,-0.082202
2757.084,1.970107,-0.189322,-0.089221
2757.185,1.956294,-0.220671,-0.09207
2757.284,1.94084,-0.252969,-0.094806
2757.384,1.923469,-0.278754,-0.088185
2757.485,1.905117,-0.299522,-0.075482
2757.585,1.890786,-0.309242,-0.059566
2757.685,1.880373,-0.309786,-0.046086
2757.784,1.873321,-0.303799,-0.038946
2757.884,1.869278,-0.296894,-0.033015
2757.984,1.868881,-0.286556,-0.032933
2758.084,1.871392,-0.271602,-0.033082
2758.183,1.874747,-0.257564,-0.039298
2758.283,1.879273,-0.240837,-0.045641
2758.383,1.885173,-0.225869,-0.048186
2758.483,1.89159,-0.209298,-0.042279
2758.583,1.89828,-0.191955,-0.035435
2758.683,1.904714,-0.179273,-0.029058
2758.783,1.911378,-0.167505,-0.018861
2758.884,1.916964,-0.159545,-0.012682
2758.983,1.92259,-0.147584,-0.012383
2759.082,1.927564,-0.137634,-0.017849
2759.182,1.932574,-0.127126,-0.025644
2759.283,1.938753,-0.110896,-0.031481
2759.383,1.945943,-0.091311,-0.038969
2759.483,1.951298,-0.078788,-0.05154
2759.581,1.957019,-0.062088,-0.063329
2759.682,1.962522,-0.051133,-0.075237
2759.783,1.967332,-0.046946,-0.081146
2759.882,1.971741,-0.046467,-0.084287
2759.983,1.975789,-0.046734,-0.085419
2760.084,1.97995,-0.051827,-0.084103
2760.182,1.984269,-0.059229,-0.071084
2760.282,1.989588,-0.066036,-0.055689
2760.384,1.994999,-0.077858,-0.047317
2760.481,2.000339,-0.092539,-0.047906
2760.581,2.004497,-0.105541,-0.056764
2760.681,2.009425,-0.116692,-0.061524
2760.783,2.012895,-0.127071,-0.064413
2760.882,2.016762,-0.141894,-0.07161
2760.982,2.01789,-0.157359,-0.079784
2761.081,2.020237,-0.168544,-0.070518
2761.181,2.026381,-0.166931,-0.044689
2761.280,2.037215,-0.158159,-0.003847
2761.380,2.050287,-0.15727,0.021013
2761.480,2.062914,-0.168256,0.024843
2761.581,2.075326,-0.178275,0.02034
2761.681,2.085593,-0.182546,0.006768
2761.781,2.092772,-0.18508,-0.011278
2761.881,2.097198,-0.191369,-0.037736
2761.980,2.098158,-0.196376,-0.061058
2762.080,2.095884,-0.198732,-0.088252
2762.180,2.090456,-0.196753,-0.10831
2762.281,2.082891,-0.196892,-0.115752
2762.379,2.074812,-0.198036,-0.110964
2762.480,2.068562,-0.195358,-0.089683
2762.581,2.065113,-0.184702,-0.060498
2762.681,2.063291,-0.170917,-0.037727
2762.779,2.06063,-0.165506,-0.029802
2762.879,2.054496,-0.161901,-0.033577
2762.978,2.04723,-0.15135,-0.037694
2763.079,2.038314,-0.147981,-0.045135
2763.179,2.028934,-0.139923,-0.046699
2763.278,2.017182,-0.134327,-0.048096
2763.393,2.004956,-0.130137,-0.048144
2763.478,1.989919,-0.126021,-0.051769
2763.579,1.976124,-0.106373,-0.045643
2763.680,1.967159,-0.069237,-0.031303
2763.779,1.963789,-0.013641,-0.01764
2763.879,1.966551,0.040563,-0.012692
2763.978,1.971868,0.077207,-0.006817
2764.077,1.977229,0.1003,-0.008609
2764.177,1.984606,0.127319,-0.008655
2764.278,1.991916,0.145795,-0.012145
2764.379,2.001074,0.158059,-0.002877
2764.483,2.009158,0.163582,-0.000467
2764.579,2.015716,0.164693,-0.01471
2764.680,2.018667,0.149959,-0.035446
2764.777,2.019037,0.121481,-0.054141
2764.876,2.017014,0.079479,-0.061251
2764.978,2.011312,0.033995,-0.077335
2765.077,1.998352,-0.024384,-0.099781
2765.177,1.979696,-0.081926,-0.126417
2765.277,1.958402,-0.124969,-0.136261
2765.377,1.935177,-0.164948,-0.125788
2765.477,1.912977,-0.197995,-0.090201
2765.576,1.890242,-0.230455,-0.066056
2765.676,1.86723,-0.254949,-0.056708
2765.776,1.848847,-0.266776,-0.041536
2765.876,1.831355,-0.28433,-0.04184
2765.975,1.815797,-0.294412,-0.03138
2766.075,1.802027,-0.3004,-0.022873
2766.176,1.791577,-0.294317,-0.019127
2766.274,1.785668,-0.284764,-0.011789
2766.378,1.781882,-0.274912,-0.005944
2766.475,1.782237,-0.245257,0.004458
2766.575,1.78654,-0.212345,0.009973
2766.675,1.79413,-0.169195,0.008743
2766.775,1.804083,-0.121737,0.005123
2766.874,1.817654,-0.062518,-0.009146
2766.974,1.831637,-0.011393,-0.031322
2767.074,1.845793,0.030328,-0.05196
2767.178,1.858491,0.052688,-0.069409
2767.275,1.868594,0.074178,-0.083611
2767.376,1.877782,0.084512,-0.098676
2767.474,1.884706,0.082991,-0.103644
2767.575,1.890178,0.069736,-0.097981
2767.674,1.892937,0.050963,-0.089426
2767.775,1.893687,0.025561,-0.076539
2767.875,1.892593,0.002092,-0.06588
2767.973,1.889381,-0.026333,-0.063993
2768.074,1.883221,-0.052382,-0.060173
2768.173,1.874952,-0.085101,-0.056898
